"vehicle","colour","passing.distance","street","helmet","kerb","bikelane","city","time"
"ordinary car","blue",1.933,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","green",1.634,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"LGV/minibus","white",1.601,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","blue",2.197,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"LGV/minibus","white",1.894,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","sliver/grey",1.541,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","sliver/grey",1.955,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","sliver/grey",0.883,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","green",1.393,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","blue",1.198,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","sliver/grey",2.004,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"LGV/minibus","sliver/grey",2.015,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"bus","green",1.277,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","blue",1.519,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","blue",1.541,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","red",0.947,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","red",1.648,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"PTW","blue",1.777,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","white",2.464,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"LGV/minibus","sliver/grey",2.528,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"LGV/minibus","white",1.423,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"PTW","blue",1.679,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","blue",1.811,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","sliver/grey",1.66,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","black",1.402,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","green",1.286,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"LGV/minibus","white",1.725,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"SUV/pickup","sliver/grey",1.325,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","blue",1.541,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","sliver/grey",1.464,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"LGV/minibus","white",1.536,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","red",1.15,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","red",1.424,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","black",1.674,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","sliver/grey",1.841,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","green",2.01,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"bus","red",1.561,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"LGV/minibus","other",2.14,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"LGV/minibus","sliver/grey",1.857,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"LGV/minibus","blue",1.878,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"LGV/minibus","white",1.598,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","white",1.349,"main road, regular","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"LGV/minibus","white",1.541,"regular residential street","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","blue",1.95,"regular urban street","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","blue",1.355,"regular urban street","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"LGV/minibus","white",1.585,"regular urban street","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","sliver/grey",1.458,"regular urban street","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","sliver/grey",1.239,"regular urban street","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","sliver/grey",1.406,"regular urban street","yes",0.5,"no","Salisbury","2006-05-24 16:58:00"
"ordinary car","other",2.364,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","sliver/grey",1.744,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","red",2.385,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","white",1.904,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"SUV/pickup","sliver/grey",1.822,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","blue",1.481,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","sliver/grey",1.328,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","red",1.609,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","white",1.151,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","blue",1.155,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","sliver/grey",1.398,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","blue",1.371,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","blue",1.753,"regular residential street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","white",1.313,"regular residential street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","black",1.114,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","sliver/grey",1.738,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","sliver/grey",1.624,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","other",1.34,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","blue",2.264,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","green",1.345,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","green",1.631,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","black",1.339,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","sliver/grey",1.629,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","blue",1.346,"regular urban street","no",0.5,"no","Salisbury","2006-05-24 17:12:00"
"ordinary car","sliver/grey",1.962,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","green",1.706,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"SUV/pickup","white",1.682,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","sliver/grey",1.961,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",1.842,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","red",1.571,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",1.699,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","black",1.569,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","black",2.018,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"bus","green",0.773,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","black",1.457,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",1.557,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"bus","red",1.281,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","red",2.018,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","white",1.201,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","sliver/grey",2.151,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"HGV","white",1.916,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",1.714,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",1.952,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","green",1.784,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","white",2.077,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","red",2.254,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"SUV/pickup","red",2.376,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",1.674,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","red",2.226,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",2.204,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","black",2.307,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",1.904,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","black",1.826,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"SUV/pickup","black",1.925,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"SUV/pickup","blue",1.137,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","black",1.105,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"LGV/minibus","white",1.613,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","red",1.71,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","sliver/grey",1.304,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","green",1.701,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"SUV/pickup","sliver/grey",1.527,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",1.585,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","green",1.536,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"LGV/minibus","green",1.622,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","sliver/grey",1.783,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"SUV/pickup","red",1.246,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",1.384,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","red",1.464,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","sliver/grey",1.664,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"LGV/minibus","white",1.693,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",1.594,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","black",1.783,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",1.568,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","sliver/grey",1.526,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",1.917,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","sliver/grey",1.852,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",1.712,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","black",1.533,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","black",1.624,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","red",1.841,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",1.443,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"LGV/minibus","white",1.173,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","red",1.37,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"SUV/pickup","blue",1.247,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","red",1.205,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"SUV/pickup","blue",1.433,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","sliver/grey",1.574,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",1.351,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","red",1.41,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","sliver/grey",1.437,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","sliver/grey",2.407,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","sliver/grey",1.453,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","sliver/grey",1.341,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","sliver/grey",1.335,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",1.497,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"SUV/pickup","red",1.587,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",1.815,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","blue",2.26,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","red",2.016,"main road, regular","yes",0.25,"no","Salisbury","2006-05-19 15:48:00"
"ordinary car","green",0.954,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","sliver/grey",1.801,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","green",1.407,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","black",1.513,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","blue",1.323,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","green",1.898,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","red",1.446,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","sliver/grey",1.975,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","blue",1.608,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","black",1.172,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","sliver/grey",1.37,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","black",1.553,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","blue",2.739,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","blue",1.3,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","red",1.695,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","black",1.955,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"PTW","red",1.924,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","blue",1.944,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","sliver/grey",2.079,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","green",1.673,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","blue",1.657,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","sliver/grey",1.762,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"LGV/minibus","blue",2.21,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","blue",2.399,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","red",2.121,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"SUV/pickup","green",1.846,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","sliver/grey",1.811,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","blue",1.948,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","sliver/grey",1.877,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","sliver/grey",2.098,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
"ordinary car","blue",2.031,"main road, regular","no",0.25,"no","Salisbury","2006-05-19 16:21:00"
